bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Vensure Employer Services, Inc. | Business Services","Vensure Employer Services, Inc.","Vensure Employer Services, Inc.",First Lien,Business Services,,,32792000.0,33100000.0,33326000.0,,99.07,5.0,8.69,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Victors Purchaser, LLC | High Tech Industries","Victors Purchaser, LLC","Victors Purchaser, LLC",First Lien,High Tech Industries,,,-6000.0,-18000.0,0.0,,33.33,4.5,8.2,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Vienna Bidco Limited (United Kingdom) | Healthcare & Pharmaceuticals,Vienna Bidco Limited (United Kingdom),Vienna Bidco Limited (United Kingdom),First Lien,Healthcare & Pharmaceuticals,,,9374000.0,9523000.0,7264000.0,,98.44,5.65,9.38,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | VRC Companies, LLC | Business Services","VRC Companies, LLC","VRC Companies, LLC",First Lien,Business Services,,,-4000.0,-2000.0,0.0,,200.0,5.25,8.92,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Whitney Merger Sub, Inc. | Leisure Products & Services","Whitney Merger Sub, Inc.","Whitney Merger Sub, Inc.",First Lien,Leisure Products & Services,,,23641000.0,23938000.0,24205000.0,,98.76,4.75,8.45,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | First Lien Debt | Wineshipping.com LLC | Beverage & Food,Wineshipping.com LLC,Wineshipping.com LLC,First Lien,Beverage & Food,,,11748000.0,17050000.0,18136000.0,,68.9,6.25,9.95,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | World 50, Inc. | Business Services","World 50, Inc.","World 50, Inc.",First Lien,Business Services,,,18719000.0,18474000.0,18757000.0,,101.33,4.5,8.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | Yellowstone Buyer Acquisition, LLC | Consumer Goods: Durable","Yellowstone Buyer Acquisition, LLC","Yellowstone Buyer Acquisition, LLC",First Lien,Consumer Goods: Durable,,,399000.0,429000.0,432000.0,,93.01,5.75,9.42,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | First Lien Debt | YLG Holdings, Inc. | Consumer Services","YLG Holdings, Inc.","YLG Holdings, Inc.",First Lien,Consumer Services,,,6458000.0,6441000.0,6458000.0,,100.26,4.75,8.41,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | AQA Acquisition Holdings, Inc. | High Tech Industries","AQA Acquisition Holdings, Inc.","AQA Acquisition Holdings, Inc.",Second Lien,High Tech Industries,,,33365000.0,39587000.0,40000000.0,,84.28,6.25,9.92,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | Associations, Inc. | Construction & Building 1","Associations, Inc.","Associations, Inc.",Second Lien,Construction & Building 1,,,7118000.0,7117000.0,7118000.0,,100.01,14.25,14.25,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | Associations, Inc. | Construction & Building 2","Associations, Inc.","Associations, Inc.",Second Lien,Construction & Building 2,,,2726000.0,2718000.0,2718000.0,,100.29,14.25,14.25,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | Bayside OPCP, LLC | Healthcare & Pharmaceuticals","Bayside OPCP, LLC","Bayside OPCP, LLC",Second Lien,Healthcare & Pharmaceuticals,,,6765000.0,6698000.0,6765000.0,,101.0,10.0,13.7,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | Denali Midco 2, LLC | Consumer Services","Denali Midco 2, LLC","Denali Midco 2, LLC",Second Lien,Consumer Services,,,3070000.0,3081000.0,3115000.0,,99.64,13.0,13.0,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | FPG Intermediate Holdco, LLC | Consumer Services","FPG Intermediate Holdco, LLC","FPG Intermediate Holdco, LLC",Second Lien,Consumer Services,,,37000.0,35000.0,37000.0,,105.71,5.0,8.68,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Second Lien Debt | PAI Holdco, Inc. | Auto Aftermarket & Services","PAI Holdco, Inc.","PAI Holdco, Inc.",Second Lien,Auto Aftermarket & Services,,,13219000.0,14907000.0,15071000.0,,88.68,5.5,11.17,,2.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Second Lien Debt | TruGreen Limited Partnership | Consumer Services,TruGreen Limited Partnership,TruGreen Limited Partnership,Second Lien,Consumer Services,,,12025000.0,12888000.0,13000000.0,,93.3,8.5,12.17,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | 48Forty TopCo LLC | Transportation: Cargo 1,48Forty TopCo LLC,48Forty TopCo LLC,Equity,Transportation: Cargo 1,,,5636000.0,6511000.0,,1000.0,86.56,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | 48Forty TopCo LLC | Transportation: Cargo 2,48Forty TopCo LLC,48Forty TopCo LLC,Equity,Transportation: Cargo 2,,,0.0,0.0,,1000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Aimbridge Acquisition Co., Inc. | Leisure Products & Services","Aimbridge Acquisition Co., Inc.","Aimbridge Acquisition Co., Inc.",Equity,Leisure Products & Services,,,1133000.0,1142000.0,,23000.0,99.21,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Ampersand Partners Feeder AIV LP | Diversified Financial Services,Ampersand Partners Feeder AIV LP,Ampersand Partners Feeder AIV LP,Equity,Diversified Financial Services,,,3592000.0,3530000.0,,170000.0,101.76,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | ANLG Holdings, LLC | Capital Equipment","ANLG Holdings, LLC","ANLG Holdings, LLC",Equity,Capital Equipment,,,1118000.0,592000.0,,592000.0,188.85,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Atlas Ontario LP (Canada) | Business Services,Atlas Ontario LP (Canada),Atlas Ontario LP (Canada),Equity,Business Services,,,10227000.0,5114000.0,,5114000.0,199.98,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Bayside HoldCo, LLC | Healthcare & Pharmaceuticals","Bayside HoldCo, LLC","Bayside HoldCo, LLC",Equity,Healthcare & Pharmaceuticals,,,9824000.0,0.0,,6000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Blackbird Holdco, Inc. | Capital Equipment","Blackbird Holdco, Inc.","Blackbird Holdco, Inc.",Equity,Capital Equipment,,,16464000.0,16453000.0,,17000.0,100.07,12.5,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Buckeye Group Holdings, L.P. | Auto Aftermarket & Services 1","Buckeye Group Holdings, L.P.","Buckeye Group Holdings, L.P.",Equity,Auto Aftermarket & Services 1,,,0.0,1521000.0,,5118000.0,0.0,10.68,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | CIP Revolution Holdings, LLC | Media: Advertising, Printing & Publishing","CIP Revolution Holdings, LLC","CIP Revolution Holdings, LLC",Equity,"Media: Advertising, Printing & Publishing",,,241000.0,318000.0,,318000.0,75.79,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Comar Aggregator Co, LLC | Containers, Packaging & Glass","Comar Aggregator Co, LLC","Comar Aggregator Co, LLC",Equity,"Containers, Packaging & Glass",,,10617000.0,10674000.0,,21000.0,99.47,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Cority Software Inc. (Canada) | Software,Cority Software Inc. (Canada),Cority Software Inc. (Canada),Equity,Software,,,958000.0,250000.0,,250000.0,383.2,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Diligent Corporation | Telecommunications,Diligent Corporation,Diligent Corporation,Equity,Telecommunications,,,16155000.0,16783000.0,,17000.0,96.26,10.5,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | ECP Parent, LLC | Healthcare & Pharmaceuticals","ECP Parent, LLC","ECP Parent, LLC",Equity,Healthcare & Pharmaceuticals,,,22000.0,0.0,,268000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | EvolveIP, LLC | Telecommunications","EvolveIP, LLC","EvolveIP, LLC",Equity,Telecommunications,,,381000.0,215000.0,,107000.0,177.21,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | FPG Intermediate Holdco, LLC | Consumer Services","FPG Intermediate Holdco, LLC","FPG Intermediate Holdco, LLC",Equity,Consumer Services,,,43000.0,48000.0,,1000.0,89.58,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | FS NU Investors, LP | Consumer Services","FS NU Investors, LP","FS NU Investors, LP",Equity,Consumer Services,,,0.0,219000.0,,3000.0,0.0,20.0,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | GB Vino Parent, L.P. | Beverage & Food","GB Vino Parent, L.P.","GB Vino Parent, L.P.",Equity,Beverage & Food,,,0.0,275000.0,,4000.0,0.0,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | HIG Intermediate, Inc. | Diversified Financial Services","HIG Intermediate, Inc.","HIG Intermediate, Inc.",Equity,Diversified Financial Services,,,1510000.0,1508000.0,,2000.0,100.13,10.5,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Integrity Marketing Group, LLC | Diversified Financial Services","Integrity Marketing Group, LLC","Integrity Marketing Group, LLC",Equity,Diversified Financial Services,,,23049000.0,23458000.0,,23450000.0,98.26,10.5,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Navacord Intermediate Holdings Inc. (Canada) | Diversified Financial Services,Navacord Intermediate Holdings Inc. (Canada),Navacord Intermediate Holdings Inc. (Canada),Equity,Diversified Financial Services,,,10135000.0,10357000.0,,14000.0,97.86,11.0,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | NearU Holdings LLC | Consumer Services,NearU Holdings LLC,NearU Holdings LLC,Equity,Consumer Services,,,0.0,2598000.0,,30000.0,0.0,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Pascal Ultimate Holdings, L.P | Capital Equipment","Pascal Ultimate Holdings, L.P","Pascal Ultimate Holdings, L.P",Equity,Capital Equipment,,,948000.0,346000.0,,36000.0,273.99,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Profile Holdings I, LP | Chemicals, Plastics & Rubber","Profile Holdings I, LP","Profile Holdings I, LP",Equity,"Chemicals, Plastics & Rubber",,,353000.0,523000.0,,5000.0,67.5,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Project Carbo S.a.r.l. (Luxembourg) | High Tech Industries,Project Carbo S.a.r.l. (Luxembourg),Project Carbo S.a.r.l. (Luxembourg),Equity,High Tech Industries,,,2444000.0,2255000.0,,0.0,108.38,14.3,,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Sinch AB (Sweden) | High Tech Industries,Sinch AB (Sweden),Sinch AB (Sweden),Equity,High Tech Industries,,,276000.0,1168000.0,,106000.0,23.63,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Summit K2 Midco, Inc. | Diversified Financial Services","Summit K2 Midco, Inc.","Summit K2 Midco, Inc.",Equity,Diversified Financial Services,,,303000.0,164000.0,,212000.0,184.76,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Talon MidCo 1 Limited | Software,Talon MidCo 1 Limited,Talon MidCo 1 Limited,Equity,Software,,,2539000.0,1718000.0,,1154000.0,147.79,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | Tank Holding Corp. | Capital Equipment,Tank Holding Corp.,Tank Holding Corp.,Equity,Capital Equipment,,,2416000.0,0.0,,850000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | TW LRW Holdings, LLC | Business Services","TW LRW Holdings, LLC","TW LRW Holdings, LLC",Equity,Business Services,,,0.0,0.0,,4000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | TW Material Holdings LP | Business Services 1,TW Material Holdings LP,TW Material Holdings LP,Equity,Business Services 1,,,0.0,0.0,,14000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | TW Material Holdings LP | Business Services 2,TW Material Holdings LP,TW Material Holdings LP,Equity,Business Services 2,,,0.0,0.0,,3000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Non-Affiliated Issuer | Equity Investments | TW Material Holdings LP | Business Services 3,TW Material Holdings LP,TW Material Holdings LP,Equity,Business Services 3,,,0.0,0.0,,2000.0,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | U.S. Legal Support Investment Holdings, LLC | Business Services","U.S. Legal Support Investment Holdings, LLC","U.S. Legal Support Investment Holdings, LLC",Equity,Business Services,,,990000.0,642000.0,,640000.0,154.21,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Non-Affiliated Issuer | Equity Investments | Zenith American Holding, Inc. | Business Services","Zenith American Holding, Inc.","Zenith American Holding, Inc.",Equity,Business Services,,,1767000.0,752000.0,,1564000.0,234.97,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | First Lien Debt | Align Precision Group, LLC | Aerospace & Defense 1","Align Precision Group, LLC","Align Precision Group, LLC",First Lien,Aerospace & Defense 1,,,20835000.0,20835000.0,20835000.0,,100.0,6.75,10.45,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | First Lien Debt | Align Precision Group, LLC | Aerospace & Defense 2","Align Precision Group, LLC","Align Precision Group, LLC",First Lien,Aerospace & Defense 2,,,3828000.0,3760000.0,3828000.0,,101.81,6.75,10.45,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | First Lien Debt | SPF Borrower, LLC | Healthcare & Pharmaceuticals 1","SPF Borrower, LLC","SPF Borrower, LLC",First Lien,Healthcare & Pharmaceuticals 1,,,31528000.0,31528000.0,31528000.0,,100.0,4.25,9.95,,2.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | First Lien Debt | SPF Borrower, LLC | Healthcare & Pharmaceuticals 2","SPF Borrower, LLC","SPF Borrower, LLC",First Lien,Healthcare & Pharmaceuticals 2,,,15677000.0,15677000.0,15677000.0,,100.0,9.5,13.2,,100.0,True,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Equity Investments | Align Precision Group, LLC | Aerospace & Defense","Align Precision Group, LLC","Align Precision Group, LLC",Equity,Aerospace & Defense,,,5386000.0,5875000.0,,10000.0,91.68,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,Investment | Affiliated Issuer | Equity Investments | SPF HoldCo LLC | Healthcare & Pharmaceuticals,SPF HoldCo LLC,SPF HoldCo LLC,Equity,Healthcare & Pharmaceuticals,,,27840000.0,20828000.0,,15440000.0,133.67,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Investment Funds | Structured Credit Partners JV, LLC, Class A | Investment Funds","Structured Credit Partners JV, LLC, Class A","Structured Credit Partners JV, LLC, Class A",Investment Funds,Investment Funds,,,1000.0,1000.0,1000.0,,100.0,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Investment Funds | Structured Credit Partners JV, LLC, Class B | Investment Funds","Structured Credit Partners JV, LLC, Class B","Structured Credit Partners JV, LLC, Class B",Investment Funds,Investment Funds,,,19798000.0,19798000.0,19798000.0,,100.0,10.74,10.74,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Investment Funds | Structured Credit Partners JV, LLC, Class C | Investment Funds","Structured Credit Partners JV, LLC, Class C","Structured Credit Partners JV, LLC, Class C",Investment Funds,Investment Funds,,,0.0,0.0,0.0,,,,,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Investment Funds | Middle Market Credit Fund, LLC, Subordinated Loan and Member's Interest | Investment Funds","Middle Market Credit Fund, LLC, Subordinated Loan and Member's Interest","Middle Market Credit Fund, LLC, Subordinated Loan and Member's Interest",Investment Funds,Investment Funds,,,122983000.0,130501000.0,130500000.0,,94.24,15.33,15.33,,,False,,,USD,
CGBD,0001544206,0001544206-26-000033,10-Q,2026-03-31,2026-05-11,"Investment | Affiliated Issuer | Investment Funds | Middle Market Credit Fund, LLC,  Mezzanine Loan | Investment Funds","Middle Market Credit Fund, LLC,  Mezzanine Loan","Middle Market Credit Fund, LLC,  Mezzanine Loan",Investment Funds,Investment Funds,,,0.0,0.0,0.0,,,6.5,10.18,,,False,,,USD,
